"TableName","FieldName","FieldType"
"tblLabelingBatches","fldID","xs:int"
"tblLabelingBatches","fldDesc","xs:string"
"tblLabelingBatches","fldPrintDate","xs:dateTime"
"tblLabelingBatches","fldCreateDate","xs:dateTime"
"tblLabelingBatches","fldType","xs:short"
"tblLabelingBatches","fldCreationMethod","xs:short"
"tblLabelingBatches","fldPrinted","xs:boolean"
"tblLabelingBatches","fldAutoPrint","xs:boolean"
"tblLabelingBatches","fldTS","xs:int"
"tblLabelingBatchesLabels","fldBatchID","xs:int"
"tblLabelingBatchesLabels","fldSequence","xs:int"
"tblLabelingBatchesLabels","fldCode","xs:long"
"tblLabelingBatchesLabels","fldQty","xs:int"
"tblLabelingBatchesLabels","fldBarcode","xs:string"
"tblLabelingBatchesLabels","fldTS","xs:int"
"tblLabelingBatchesLabels","fldComment","xs:string"
"tblLabelingCreationMethods","fldID","xs:short"
"tblLabelingCreationMethods","fldDesc","xs:string"
"tblLabelingTypes","fldID","xs:short"
"tblLabelingTypes","fldSourceID","xs:short"
"tblLabelingTypes","fldDescENG","xs:string"
"tblLabelingTypes","fldDescHEB","xs:string"
"tblLabelingTypes","fldOrder","xs:short"
"tblLabelingTypes","fldFixedQty","xs:short"
"tblLabelingTypes","fldSourceSQL","xs:string"
"tblLabelingTypes","fldLayoutFileName","xs:string"
"tblLabelingTypes","fldDescFRA","xs:string"
"tblLabelingTypes","fldDescGER","xs:string"
"tblLabelingTypes","fldDescNED","xs:string"
"tblLabelingTypes","fldDescSPN","xs:string"
"tblLabelingTypes","fldPrimary","xs:boolean"
"tblLabelingTypes","fldDescITA","xs:string"
"tblLabelingTypes","fldTriggerFields","xs:string"
"tblLabelingTypes","fldTS","xs:int"
"tblLabelingTypesSources","fldID","xs:short"
"tblLabelingTypesSources","fldDescHEB","xs:string"
"tblLabelingTypesSources","fldDescENG","xs:string"
"tblLabelingTypesSources","fldDescFRA","xs:string"
"tblLabelingTypesSources","fldDescGER","xs:string"
"tblLabelingTypesSources","fldDescNED","xs:string"
"tblLabelingTypesSources","fldDescSPN","xs:string"
"tblLabelingTypesSources","fldDescITA","xs:string"
"tblLanguages","fldID","xs:string"
"tblLanguages","fldActive","xs:boolean"
"tblLanguages","fldNameHEB","xs:string"
"tblLanguages","fldNameENG","xs:string"
"tblLanguages","fldNameGER","xs:string"
"tblLanguages","fldYesKey","xs:int"
"tblLanguages","fldNoKey","xs:int"
"tblLanguages","fldCustomerOutput","xs:boolean"
"tblLanguages","fldOrder","xs:short"
"tblLanguages","fldNameFRA","xs:string"
"tblLanguages","fldNameNED","xs:string"
"tblLanguages","fldNameSPN","xs:string"
"tblLanguages","fldNameITA","xs:string"
"tblLanguages","fldTS","xs:int"
"tblLocations","fldID","xs:int"
"tblLocations","fldStore","xs:int"
"tblLocations","fldNameHEB","xs:string"
"tblLocations","fldDescriptionHEB","xs:string"
"tblLocations","fldCollectOrder","xs:short"
"tblLocations","fldHideCustomer","xs:boolean"
"tblLocations","fldHideCollector","xs:boolean"
"tblLocations","fldTS","xs:int"
"tblLocations","fldNameENG","xs:string"
"tblLocations","fldNameFRA","xs:string"
"tblLocations","fldNameGER","xs:string"
"tblLocations","fldNameITA","xs:string"
"tblLocations","fldNameNED","xs:string"
"tblLocations","fldNameSPN","xs:string"
"tblLocations","fldDescriptionENG","xs:string"
"tblLocations","fldDescriptionFRA","xs:string"
"tblLocations","fldDescriptionGER","xs:string"
"tblLocations","fldDescriptionITA","xs:string"
"tblLocations","fldDescriptionNED","xs:string"
"tblLocations","fldDescriptionSPN","xs:string"
"tblLocations","fldWarehouse","xs:int"
"tblLocations","fldSection","xs:int"
"tblLocations","fldCameraID","xs:string"
"tblLocations","fldShelfFrontArea","xs:decimal"
"tblLocationsSections","fldID","xs:int"
"tblLocationsSections","fldStore","xs:int"
"tblLocationsSections","fldNameHEB","xs:string"
"tblLocationsSections","fldNameENG","xs:string"
"tblLocationsSections","fldCollectOrder","xs:short"
"tblLocationsSections","fldTS","xs:int"
"tblLocationsSections","fldNameFRA","xs:string"
"tblLocationsSections","fldNameGER","xs:string"
"tblLocationsSections","fldNameITA","xs:string"
"tblLocationsSections","fldNameNED","xs:string"
"tblLocationsSections","fldNameSPN","xs:string"
"tblMacros","fldID","xs:int"
"tblMacros","fldNameHEB","xs:string"
"tblMacros","fldNameENG","xs:string"
"tblMacros","fldTS","xs:int"
"tblMacros","fldNameFRA","xs:string"
"tblMacros","fldNameGER","xs:string"
"tblMacros","fldNameNED","xs:string"
"tblMacros","fldNameSPN","xs:string"
"tblMacros","fldPreInputAction","xs:unsignedByte"
"tblMacros","fldNameITA","xs:string"
"tblMacrosActions","fldMacro","xs:int"
"tblMacrosActions","fldIndex","xs:int"
"tblMacrosActions","fldFunc","xs:short"
"tblMacrosActions","fldParameter","xs:string"
"tblMacrosActions","fldTS","xs:int"
"tblMagneticCards","fldNumber","xs:short"
"tblMagneticCards","fldKeyPos","xs:int"
"tblMagneticCards","fldKeyLen","xs:int"
"tblMagneticCards","fldNumberPos","xs:int"
"tblMagneticCards","fldNumberLen","xs:int"
"tblMagneticCards","fldIDNumberPos","xs:int"
"tblMagneticCards","fldIDNumberLen","xs:int"
"tblMagneticCards","fldKey","xs:string"
"tblMagneticCards","fldUnique","xs:boolean"
"tblMagneticCards","fldIsCustCard","xs:boolean"
"tblMagneticCards","fldIsEmployeeCard","xs:boolean"
"tblMagneticCards","fldTS","xs:int"
"tblMagneticCards","fldMinLength","xs:short"
"tblMagneticCards","fldMaxLength","xs:short"
"tblMagneticCards","fldType","xs:unsignedByte"
"tblMagneticCards","fldParameter1Value","xs:string"
"tblMagneticCards","fldNameENG","xs:string"
"tblMagneticCards","fldNameFRA","xs:string"
"tblMagneticCards","fldNameGER","xs:string"
"tblMagneticCards","fldNameHEB","xs:string"
"tblMagneticCards","fldNameITA","xs:string"
"tblMagneticCards","fldNameNED","xs:string"
"tblMagneticCards","fldNameSPN","xs:string"
"tblMagneticCards","fldIDNumberValue","xs:string"
"tblMagneticCards","fldDisableOnMainForm","xs:boolean"
"tblManufacturers","fldID","xs:short"
"tblManufacturers","fldName","xs:string"
"tblManufacturers","fldTS","xs:int"
"tblManufacturers","fldCountry","xs:short"
"tblMapLayouts","fldID","xs:int"
"tblMapLayouts","fldName","xs:string"
"tblMapLayouts","fldBackgroundImage","xs:string"
"tblMapLayouts","fldKeysSet","xs:int"
"tblMapLayoutsElements","fldMapLayoutID","xs:int"
"tblMapLayoutsElements","fldElementID","xs:int"
"tblMapLayoutsElements","fldLabel","xs:string"
"tblMapLayoutsElements","fldType","xs:int"
"tblMapLayoutsElements","fldTop","xs:int"
"tblMapLayoutsElements","fldLeft","xs:int"
"tblMapLayoutsElements","fldDeviceID","xs:int"
"tblMapLayoutsElementTypes","fldID","xs:int"
"tblMapLayoutsElementTypes","fldName","xs:string"
"tblMapLayoutsElementTypes","fldImageFile","xs:string"
"tblMapLayoutsElementTypes","fldImageFileSelected","xs:string"
"tblMapLayoutsElementTypes","fldDeviceType","xs:int"
"tblMatrixAttributes","fldAxis","xs:int"
"tblMatrixAttributes","fldNameENG","xs:string"
"tblMatrixAttributes","fldNameFRA","xs:string"
"tblMatrixAttributes","fldNameGER","xs:string"
"tblMatrixAttributes","fldNameHEB","xs:string"
"tblMatrixAttributes","fldNameNED","xs:string"
"tblMatrixAttributes","fldNameSPN","xs:string"
"tblMatrixAttributes","fldNameITA","xs:string"
"tblMatrixAttributes","fldByParent","xs:boolean"
"tblMatrixAttributes","fldSortByName","xs:boolean"
"tblMatrixAttributes","fldTS","xs:int"
"tblMatrixAttributes","fldLengthInBarcode","xs:unsignedByte"
"tblMatrixAttributes","fldOrderInBarcode","xs:short"
"tblMatrixElements","fldAxis","xs:int"
"tblMatrixElements","fldID","xs:int"
"tblMatrixElements","fldImportExportCode","xs:string"
"tblMatrixElements","fldTS","xs:int"
"tblMatrixElements","fldOrder","xs:short"
"tblMatrixElements","fldNameENG","xs:string"
"tblMatrixElements","fldNameFRA","xs:string"
"tblMatrixElements","fldNameGER","xs:string"
"tblMatrixElements","fldNameHEB","xs:string"
"tblMatrixElements","fldNameITA","xs:string"
"tblMatrixElements","fldNameNED","xs:string"
"tblMatrixElements","fldNameSPN","xs:string"
"tblMessages","fldTerminal","xs:short"
"tblMessages","fldCreated","xs:dateTime"
"tblMessages","fldID","xs:int"
"tblMessages","fldText","xs:string"
"tblMessages","fldSourceType","xs:short"
"tblMessages","fldSourceNum","xs:int"
"tblMessages","fldReadTime","xs:dateTime"
"tblMessages","fldPriority","xs:int"
"tblMessages","fldStore","xs:short"
"tblMessages","fldSequence","xs:int"
"tblNumeration","fldID","xs:int"
"tblNumeration","fldNameENG","xs:string"
"tblNumeration","fldNameHEB","xs:string"
"tblNumeration","fldTbl","xs:string"
"tblNumeration","fldtblID","xs:string"
"tblNumeration","fldMaxLength","xs:int"
"tblNumeration","fldNameFRA","xs:string"
"tblNumeration","fldNameGER","xs:string"
"tblNumeration","fldNameNED","xs:string"
"tblNumeration","fldNameSPN","xs:string"
"tblNumeration","fldNameITA","xs:string"
"tblNumeration","fldNumMethod","xs:int"
"tblNumerationRanges","fldStore","xs:short"
"tblNumerationRanges","fldNumerationID","xs:int"
"tblNumerationRanges","fldID","xs:long"
"tblNumerationRanges","fldName","xs:string"
"tblNumerationRanges","fldStart","xs:decimal"
"tblNumerationRanges","fldEnd","xs:decimal"
"tblNumerationRanges","fldAllowManual","xs:boolean"
"tblNumerationRanges","fldNumMethod","xs:int"
"tblNumerationRanges","fldStartDate","xs:dateTime"
"tblNumerationRanges","fldEndDate","xs:dateTime"
"tblNumerationRanges","fldActive","xs:boolean"
"tblNumerationRanges","fldOrder","xs:int"
"tblNumerationRanges","fldTS","xs:int"
"tblNumerationRanges","fldMinValue","xs:long"
"tblOrderLineCollectReasons","fldID","xs:int"
"tblOrderLineCollectReasons","fldNameHEB","xs:string"
"tblOrderLineCollectReasons","fldTS","xs:int"
"tblOrderLineCollectReasons","fldNameENG","xs:string"
"tblOrderLineCollectReasons","fldNameFRA","xs:string"
"tblOrderLineCollectReasons","fldNameGER","xs:string"
"tblOrderLineCollectReasons","fldNameITA","xs:string"
"tblOrderLineCollectReasons","fldNameNED","xs:string"
"tblOrderLineCollectReasons","fldNameSPN","xs:string"
"tblOrderProcesses","fldOrderID","xs:int"
"tblOrderProcesses","fldOrderType","xs:int"
"tblOrderProcesses","fldIndex","xs:int"
"tblOrderProcesses","fldProcess","xs:unsignedByte"
"tblOrderProcesses","fldStartTime","xs:dateTime"
"tblOrderProcesses","fldEndTime","xs:dateTime"
"tblOrderProcesses","fldEmployeeID","xs:int"
"tblOrderProcesses","fldWPDep","xs:short"
"tblOrders","fldOrderID","xs:int"
"tblOrders","fldCustomerID","xs:long"
"tblOrders","fldCreationDate","xs:dateTime"
"tblOrders","fldExpirationDate","xs:dateTime"
"tblOrders","fldDeliveryDate","xs:dateTime"
"tblOrders","fldTotalAmount","xs:long"
"tblOrders","fldStatus","xs:unsignedByte"
"tblOrders","fldPayed","xs:long"
"tblOrders","fldTS","xs:int"
"tblOrders","fldStockOrderID","xs:int"
"tblOrders","fldPreferredSource","xs:int"
"tblOrders","fldCreationMethod","xs:unsignedByte"
"tblOrders","fldExported","xs:unsignedByte"
"tblOrders","fldLocked","xs:boolean"
"tblOrders","fldSourceTerminal","xs:short"
"tblOrders","fldSourceBill","xs:int"
"tblOrders","fldUser","xs:int"
"tblOrders","fldComments","xs:string"
"tblOrders","fldCustomerName","xs:string"
"tblOrders","fldPhone","xs:string"
"tblOrders","fldGroup","xs:int"
"tblOrders","fldType","xs:unsignedByte"
"tblOrders","fldExpirationReason","xs:short"
"tblOrders","fldCollector","xs:int"
"tblOrders","fldCollectTime","xs:dateTime"
"tblOrders","fldSourceStore","xs:short"
"tblOrders","fldReference","xs:string"
"tblOrders","fldPriceList","xs:int"
"tblOrders","fldSourceEnvironment","xs:int"
"tblOrders","fldTransmitted","xs:boolean"
"tblOrders","fldCollectDuration","xs:int"
"tblOrders","fldPrintTime","xs:dateTime"
"tblOrders","fldVoidReason","xs:short"
"tblOrders","fldCollectStatus","xs:short"
"tblOrders","fldDeliveryMethod","xs:unsignedByte"
"tblOrders","fldAutoLoad","xs:boolean"
"tblOrders","fldSourceID","xs:int"
"tblOrders","fldPrintCopyNum","xs:short"
"tblOrders","fldValidationMessageSent","xs:boolean"
"tblOrders","fldExportDate","xs:dateTime"
"tblOrders","fldOrderDate","xs:dateTime"
"tblOrders","fldLayaway","xs:boolean"
"tblOrdersCreationMethods","fldID","xs:unsignedByte"
"tblOrdersCreationMethods","fldDesc","xs:string"
"tblOrdersEnvironments","fldID","xs:unsignedByte"
"tblOrdersEnvironments","fldDescHEB","xs:string"
"tblOrdersEnvironments","fldOrder","xs:int"
"tblOrdersEnvironments","fldTS","xs:int"
"tblOrdersEnvironments","fldDescENG","xs:string"
"tblOrdersEnvironments","fldDescFRA","xs:string"
"tblOrdersEnvironments","fldDescGER","xs:string"
"tblOrdersEnvironments","fldDescITA","xs:string"
"tblOrdersEnvironments","fldDescNED","xs:string"
"tblOrdersEnvironments","fldDescSPN","xs:string"
"tblOrdersGroups","fldID","xs:int"
"tblOrdersGroups","fldNameENG","xs:string"
"tblOrdersGroups","fldNameHEB","xs:string"
"tblOrdersGroups","fldOrder","xs:short"
"tblOrdersGroups","fldTS","xs:int"
"tblOrdersGroups","fldNameFRA","xs:string"
"tblOrdersGroups","fldNameGER","xs:string"
"tblOrdersGroups","fldNameITA","xs:string"
"tblOrdersGroups","fldNameNED","xs:string"
"tblOrdersGroups","fldNameSPN","xs:string"
"tblOrdersItems","fldOrderID","xs:int"
"tblOrdersItems","fldLineNum","xs:int"
"tblOrdersItems","fldItemCode","xs:long"
"tblOrdersItems","fldQuantity","xs:decimal"
"tblOrdersItems","fldPrice","xs:int"
"tblOrdersItems","fldReservedQty","xs:decimal"
"tblOrdersItems","fldStatus","xs:unsignedByte"
"tblOrdersItems","fldUsedCode","xs:string"
"tblOrdersItems","fldRemarks","xs:string"
"tblOrdersItems","fldName","xs:string"
"tblOrdersItems","fldCustomValue1","xs:string"
"tblOrdersItems","fldCustomValue2","xs:string"
"tblOrdersItems","fldOrderType","xs:unsignedByte"
"tblOrdersItems","fldCollectedQty","xs:decimal"
"tblOrdersItems","fldTotal","xs:int"
"tblOrdersItems","fldPreparedQty","xs:decimal"
"tblOrdersItems","fldPrepareStatus","xs:unsignedByte"
"tblOrdersItems","fldPrepareLock","xs:boolean"
"tblOrdersItems","fldUnitsQty","xs:int"
"tblOrdersItems","fldCollectReason","xs:unsignedByte"
"tblOrdersItems","fldWPDep","xs:unsignedByte"
"tblOrdersItems","fldOrder","xs:short"
"tblOrdersItems","fldCollectedUnits","xs:int"
"tblOrdersItems","fldNetTotal","xs:int"
"tblOrdersItems","fldPrepareDone","xs:boolean"
"tblOrdersItems","fldRequireCollect","xs:boolean"
"tblOrdersItems","fldPrepareProcess","xs:short"
"tblOrdersItems","fldSalePriceOnAdd","xs:long"
"tblOrdersItems","fldCostPriceOnAdd","xs:long"
"tblOrdersItems","fldLoadedQty","xs:decimal"
"tblOrdersItemsAlternatives","fldOrderType","xs:int"
"tblOrdersItemsAlternatives","fldOrderID","xs:int"
"tblOrdersItemsAlternatives","fldLineNum","xs:int"
"tblOrdersItemsAlternatives","fldIndex","xs:int"
"tblOrdersItemsAlternatives","fldAltItemCode","xs:int"
"tblOrdersItemsAlternatives","fldStatus","xs:unsignedByte"
"tblOrdersItemsAlternatives","fldAltQuantity","xs:decimal"
"tblOrdersItemsAlternatives","fldAltItemName","xs:string"
"tblOrdersItemsAlternatives","fldAltItemPrice","xs:int"
"tblOrdersItemsAlternatives","fldAltItemUsedCode","xs:string"
"tblOrdersItemsPromotions","fldOrderType","xs:int"
"tblOrdersItemsPromotions","fldOrderID","xs:int"
"tblOrdersItemsPromotions","fldLineNum","xs:int"
"tblOrdersItemsPromotions","fldIndex","xs:int"
"tblOrdersItemsPromotions","fldPromotionCode","xs:int"
"tblOrdersItemsPromotions","fldDescription","xs:string"
"tblOrdersItemsPromotions","fldAmount","xs:int"
"tblOrdersItemsTransactions","fldOrderType","xs:unsignedByte"
"tblOrdersItemsTransactions","fldOrderID","xs:int"
"tblOrdersItemsTransactions","fldLineNum","xs:int"
"tblOrdersItemsTransactions","fldIndex","xs:int"
"tblOrdersItemsTransactions","fldStore","xs:short"
"tblOrdersItemsTransactions","fldSequence","xs:int"
"tblOrdersItemsTransactions","fldOrder","xs:boolean"
"tblOrdersItemsTransactions","fldQuantity","xs:decimal"
"tblOrdersPayments","fldOrderID","xs:int"
"tblOrdersPayments","fldSequence","xs:short"
"tblOrdersPayments","fldAmount","xs:long"
"tblOrdersPayments","fldStore","xs:short"
"tblOrdersPayments","fldTerminal","xs:short"
"tblOrdersPayments","fldBill","xs:int"
"tblOrdersPayments","fldCCNumber","xs:string"
"tblOrdersPayments","fldCCExpDate","xs:string"
"tblOrdersPayments","fldCCOwnerID","xs:string"
"tblOrdersPayments","fldPayed","xs:boolean"
"tblOrdersPayments","fldOrderType","xs:unsignedByte"
"tblOrdersPayments","fldPaymeanID","xs:int"
"tblOrdersPayments","fldPaymentReference","xs:string"
"tblOrdersPayments","fldName","xs:string"
"tblOrdersPayments","fldCreditType","xs:short"
"tblOrdersPayments","fldInstallments","xs:short"
"tblOrdersPayments","fldFirstAmount","xs:int"
"tblOrdersPayments","fldFirtsAmount","xs:int"
"tblOrdersPayments","fldApprovalNumber","xs:string"
"tblOrdersPrints","fldOrderID","xs:int"
"tblOrdersPrints","fldOrderType","xs:short"
"tblOrdersPrints","fldPrinterGroup","xs:short"
"tblOrdersPrints","fldAddTime","xs:dateTime"
"tblOrdersPrints","fldPrintTime","xs:dateTime"
"tblOrdersPrints","fldErrorTime","xs:dateTime"
"tblOrdersPrints","fldResultID","xs:short"
"tblOrdersPrints","fldErrorRetry","xs:short"
"tblOrdersPrints","fldAltenativePrinterGroup","xs:short"
"tblOrdersSignals","fldSignalDate","xs:dateTime"
"tblOrdersStatuses","fldID","xs:unsignedByte"
"tblOrdersStatuses","fldDescHEB","xs:string"
"tblOrdersStatuses","fldDescENG","xs:string"
"tblOrdersStatuses","fldDescFRA","xs:string"
"tblOrdersStatuses","fldDescGER","xs:string"
"tblOrdersStatuses","fldDescNED","xs:string"
"tblOrdersStatuses","fldDescSPN","xs:string"
"tblOrdersStatuses","fldDescITA","xs:string"
"tblOrdersStatuses","fldOrder","xs:unsignedByte"
"tblOrderTypes","fldID","xs:unsignedByte"
"tblOrderTypes","fldNameHEB","xs:string"
"tblOrderTypes","fldNameENG","xs:string"
"tblOrderTypes","fldInstructionsHEB","xs:string"
"tblOrderTypes","fldInstructionsENG","xs:string"
"tblOrderTypes","fldStockAvailable","xs:boolean"
"tblOrderTypes","fldRequireCustomer","xs:boolean"
"tblOrderTypes","fldAllowLockedCustomer","xs:boolean"
"tblOrderTypes","fldShowPrices","xs:boolean"
"tblOrderTypes","fldNumerationID","xs:int"
"tblOrderTypes","fldExpirationPeriod","xs:string"
"tblOrderTypes","fldExpirationEditMode","xs:unsignedByte"
"tblOrderTypes","fldExpirationEditReasonEntry","xs:boolean"
"tblOrderTypes","fldAllowWithSales","xs:boolean"
"tblOrderTypes","fldLoadMode","xs:unsignedByte"
"tblOrderTypes","fldLoadOrderCloseMode","xs:unsignedByte"
"tblOrderTypes","fldTS","xs:int"
"tblOrderTypes","fldNameFRA","xs:string"
"tblOrderTypes","fldNameGER","xs:string"
"tblOrderTypes","fldNameITA","xs:string"
"tblOrderTypes","fldNameNED","xs:string"
"tblOrderTypes","fldNameSPN","xs:string"
"tblOrderTypes","fldInstructionsFRA","xs:string"
"tblOrderTypes","fldInstructionsGER","xs:string"
"tblOrderTypes","fldInstructionsITA","xs:string"
"tblOrderTypes","fldInstructionsNED","xs:string"
"tblOrderTypes","fldInstructionsSPN","xs:string"
"tblOrderTypes","fldAllowLateItemsEditing","xs:boolean"
"tblOrderTypes","fldLockStatusField","xs:boolean"
"tblOrderTypes","fldStatusAfterPOSPickup","xs:unsignedByte"
"tblOrderTypes","fldDepositPercent","xs:decimal"
"tblOrderTypes","fldPrepareStartTiming","xs:int"
"tblOrderTypes","fldCollectStartTiming","xs:int"
"tblOrderTypes","fldCollectOnlyAfterPrepare","xs:boolean"
"tblOrderTypes","fldAllowNegativeQty","xs:boolean"
"tblOrderTypes","fldPrintingTiming","xs:unsignedByte"
"tblOrderTypes","fldCollectPrepareItems","xs:boolean"
"tblOrderTypes","fldLayaway","xs:boolean"
"tblOrderTypes","fldAllowOpenOrdersPickup","xs:boolean"
"tblOrderTypesColumns","fldType","xs:short"
"tblOrderTypesColumns","fldID","xs:int"
"tblOrderTypesColumns","fldWidth","xs:short"
"tblPaymeans","fldID","xs:int"
"tblPaymeans","fldType","xs:short"
"tblPaymeans","fldGroupID","xs:short"
"tblPaymeans","fldMinimumAmount","xs:int"
"tblPaymeans","fldMaximumAmount","xs:int"
"tblPaymeans","fldSmallAmount","xs:int"
"tblPaymeans","fldSerialNumbers","xs:boolean"
"tblPaymeans","fldFastPayment","xs:boolean"
"tblPaymeans","fldMaxCashChange","xs:int"
"tblPaymeans","fldMaxSelfChange","xs:int"
"tblPaymeans","fldMaxCreditChange","xs:int"
"tblPaymeans","fldChangeAmountEntry","xs:boolean"
"tblPaymeans","fldLocked","xs:boolean"
"tblPaymeans","fldRoundMethod","xs:short"
"tblPaymeans","fldCreditCardID","xs:short"
"tblPaymeans","fldAllowManual","xs:boolean"
"tblPaymeans","fldBalanceMode","xs:short"
"tblPaymeans","fldCurrency","xs:short"
"tblPaymeans","fldTS","xs:int"
"tblPaymeans","fldAccountingCode","xs:string"
"tblPaymeans","fldOpenDrawer","xs:boolean"
"tblPaymeans","fldAutoFund","xs:int"
"tblPaymeans","fldNameENG","xs:string"
"tblPaymeans","fldNameFRA","xs:string"
"tblPaymeans","fldNameGER","xs:string"
"tblPaymeans","fldNameHEB","xs:string"
"tblPaymeans","fldNameNED","xs:string"
"tblPaymeans","fldNameSPN","xs:string"
"tblPaymeans","fldSubType","xs:short"
"tblPaymeans","fldEntryType","xs:short"
"tblPaymeans","fldNameITA","xs:string"
"tblPaymeans","fldAllowPayOnWithdrawal","xs:boolean"
"tblPaymeans","fldMembersMode","xs:unsignedByte"
"tblPaymeans","fldMembersType","xs:int"
"tblPaymeans","fldHighAmount","xs:int"
"tblPaymeans","fldHighAmountMessageENG","xs:string"
"tblPaymeans","fldHighAmountMessageFRA","xs:string"
"tblPaymeans","fldHighAmountMessageGER","xs:string"
"tblPaymeans","fldHighAmountMessageHEB","xs:string"
"tblPaymeans","fldHighAmountMessageITA","xs:string"
"tblPaymeans","fldHighAmountMessageNED","xs:string"
"tblPaymeans","fldHighAmountMessageSPN","xs:string"
"tblPaymeans","fldPreventBillHold","xs:boolean"
"tblPaymeans","fldAddedMsgType","xs:int"
"tblPaymeans","fldAddedMsg","xs:int"
"tblPaymeans","fldAddedInputs","xs:int"
"tblPaymeans","fldMaxOtherChangeTenderID","xs:int"
"tblPaymeans","fldMaxOtherChangeAmount","xs:int"
"tblPaymeans","fldOtherChangeTenderID","xs:int"
"tblPaymeans","fldOtherChangeAmount","xs:int"
"tblPaymeans","fldDrawerHighAmount","xs:int"
"tblPaymeans","fldChangeSelectionMode","xs:unsignedByte"
"tblPaymeans","fldAllowAtBackOffice","xs:boolean"
"tblPaymeans","fldSignatureTicketMode","xs:unsignedByte"
"tblPaymeans","fldSignatureTicketAmount","xs:int"
"tblPaymeans","fldPreventBillVoid","xs:boolean"
"tblPaymeans","fldFooterSection","xs:short"
"tblPaymeans","fldAllowPayOnOTH","xs:unsignedByte"
"tblPaymeans","fldPrintZeroPayments","xs:boolean"
"tblPaymeans","fldPermissionLevel","xs:short"
"tblPaymeans","fldCameraCapture","xs:boolean"
"tblPaymeans","fldUsageFlags","xs:int"
"tblPaymeans","fldAllowAsCustomerPayment","xs:boolean"
"tblPaymeans","fldPaymentQueryCommand","xs:short"
"tblPaymeans","fldExcludeFromReceipt","xs:boolean"
"tblPaymeans","fldPurchaseCreditCardNum","xs:string"
"tblPaymeans","fldPurchaseCreditCardType","xs:short"
"tblPaymeans","fldPurchaseCreditCardCreditType","xs:short"
"tblPaymeans","fldPurchaseBankID","xs:short"
"tblPaymeans","fldPurchaseBankBranch","xs:short"
"tblPaymeans","fldPurchaseBankAccount","xs:string"
"tblPaymeans","fldPurchasePrintChequesMode","xs:unsignedByte"
"tblPaymeans","fldPermissionLevelAmount","xs:int"
"tblPaymeans","fldExternalInvoiceMode","xs:unsignedByte"
"tblPaymeansGroups","fldID","xs:short"
"tblPaymeansGroups","fldEnableDeclaration","xs:boolean"
"tblPaymeansGroups","fldEnableFund","xs:boolean"
"tblPaymeansGroups","fldEnableCollect","xs:boolean"
"tblPaymeansGroups","fldQtyInDeclaration","xs:boolean"
"tblPaymeansGroups","fldMaxDiffAmount","xs:int"
"tblPaymeansGroups","fldLocked","xs:boolean"
"tblPaymeansGroups","fldTS","xs:int"
"tblPaymeansGroups","fldGrouping","xs:boolean"
"tblPaymeansGroups","fldNameENG","xs:string"
"tblPaymeansGroups","fldNameFRA","xs:string"
"tblPaymeansGroups","fldNameGER","xs:string"
"tblPaymeansGroups","fldNameHEB","xs:string"
"tblPaymeansGroups","fldNameNED","xs:string"
"tblPaymeansGroups","fldNameSPN","xs:string"
"tblPaymeansGroups","fldNameITA","xs:string"
"tblPaymeansGroups","fldPOSReportGrouping","xs:boolean"
"tblPaymeansGroups","fldPreventWithItems","xs:boolean"
"tblPaymeansGroups","fldRequiredLock","xs:short"
"tblPaymeansGroups","fldLocks","xs:long"
"tblPaymeansGroups","fldIncludeInDrawerSummary","xs:boolean"
"tblPayments","fldStore","xs:int"
"tblPayments","fldNumber","xs:int"
"tblPayments","fldStatus","xs:unsignedByte"
"tblPayments","fldAmount","xs:int"
"tblPayments","fldDescription","xs:string"
"tblPayments","fldDestType","xs:unsignedByte"
"tblPayments","fldDestCode","xs:int"
"tblPayments","fldPayDate","xs:dateTime"
"tblPayments","fldExecuteDate","xs:dateTime"
"tblPayments","fldExecuteUser","xs:int"
"tblPayments","fldRemarks","xs:string"
"tblPayments","fldTaxReductionRate","xs:decimal"
"tblPayments","fldTaxReductionAmount","xs:int"
"tblPayments","fldReference","xs:string"
"tblPayments","fldReferenceDate","xs:dateTime"
"tblPayments","fldExportTS","xs:long"
"tblPayments","fldAccExportTime","xs:dateTime"
"tblPayments","fldFastPayment","xs:boolean"
"tblPaymentsDetails","fldStore","xs:int"
"tblPaymentsDetails","fldNumber","xs:int"
"tblPaymentsDetails","fldIndex","xs:short"
"tblPaymentsDetails","fldPaymeanCode","xs:int"
"tblPaymentsDetails","fldPaymeanType","xs:short"
"tblPaymentsDetails","fldBank","xs:short"
"tblPaymentsDetails","fldBranch","xs:int"
"tblPaymentsDetails","fldAccount","xs:string"
"tblPaymentsDetails","fldReferenceNumber","xs:string"
"tblPaymentsDetails","fldDueDate","xs:dateTime"
"tblPaymentsDetails","fldCardType","xs:int"
"tblPaymentsDetails","fldCreditType","xs:short"
"tblPaymentsDetails","fldTransNumber","xs:string"
"tblPaymentsDetails","fldAmount","xs:int"
"tblPaymentsDetails","fldFirstInstallment","xs:int"
"tblPaymentsDetails","fldInstallments","xs:short"
"tblPaymentsDetails","fldPrinting","xs:boolean"
"tblPaymentsDetails","fldPrinted","xs:boolean"
"tblPaymentsDetails","fldStatus","xs:unsignedByte"
"tblPaymentsDetails","fldPrepareTime","xs:dateTime"
"tblPaymentsInvoices","fldStore","xs:int"
"tblPaymentsInvoices","fldPaymentNumber","xs:int"
